sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,PC169,PC170,PC171,PC172,PC173,PC174,PC175,PC176,PC177,PC178,PC179,PC180,PC181,PC182,PC183,PC184,PC185,PC186,PC187,PC188,PC189,PC190,PC191,PC192,PC193,PC194,PC195,PC196,PC197,PC198,PC199,PC200,PC201,PC202,PC203,PC204,PC205,PC206,PC207,PC208,PC209,PC210,PC211,PC212,PC213,PC214,PC215,PC216,PC217,PC218,PC219,PC220,PC221,PC222,PC223,PC224,PC225,PC226,PC227,PC228,PC229,PC230,PC231,PC232,PC233,PC234,PC235,PC236,PC237,PC238,PC239,PC240,PC241,PC242,PC243,PC244,PC245,PC246,PC247,PC248,PC249,PC250,PC251,PC252,PC253,PC254,PC255,PC256,PC257,PC258,PC259,PC260,PC261,PC262,PC263,PC264,PC265,PC266,PC267,PC268,PC269,PC270,PC271,PC272,PC273,PC274,PC275,PC276,PC277,PC278,PC279,PC280,PC281,PC282,PC283,PC284,PC285,PC286,PC287,PC288,PC289,PC290,PC291,PC292,PC293
C6,112229,-0.032665173925327515,-0.03849190843652924,-0.0011331764857517301,-0.012119584114375812,-0.1374315506856792,0.022904185365097068,0.015599158782848007,-0.03791694827276075,0.006079271158125635,0.016756960646999747,-0.008139607970683388,-0.04053071298344112,-0.10042757042475595,-0.021009077219498594,-0.03631369531739071,-0.015226807547877445,0.09474925807015548,0.038806624330624026,0.06482305853368116,0.009721866629316685,0.054228026388468104,0.0059003497965725345,-0.051679223038411486,0.004873761173146975,0.030445603987225872,-0.002857878736150375,0.013019249864050142,0.023486152119341835,-0.016234683588064368,-0.0036676369686018647,-0.046049533982916,0.05155314545224791,0.002982839743084454,0.005232774885173043,0.019770929854797094,0.005367393167998126,-0.0019320558604694307,0.02198624378965329,0.01709041718324886,-0.014888590650879387,0.005663950396697811,-0.00048027859788804896,-0.011956891900949802,-0.008375801325190646,0.0012991507493671916,0.008979208054391716,0.012144716615978768,-0.0007782822373197907,0.012512964024726233,0.0003812979693972214,0.0021974023971558917,0.00088438428721693,-0.005500341474442146,-0.007665603156904122,-0.0001808126708042117,0.0013197694704854533,-0.0016851710281098689,0.01027637531441631,-0.0005580561971106316,0.0036603851653146547,-0.0027029158656336314,-0.0016721453981992115,0.0004933847113762098,0.0036584392130571885,0.00338947854919418,-0.0017215488732277608,-0.0028220572004342206,0.0008111025740908837,0.002556501484381927,0.0006853550811646609,-0.0017557938437749935,0.0021071475044622404,0.004710564430039036,6.89003967045665e-05,-0.001368415570985665,-0.0015718060058548255,-0.0009376912952624369,-0.0013740161179226953,0.0005097570871202155,-0.00113138366279574,-0.00040355713686926844,0.0006460163020872175,0.00028915373011763454,-0.000743483302662007,8.263754757666171e-05,8.477698438039206e-05,0.0009062755336298168,-0.0010655210471833161,3.189900424013147e-05,0.0005494036140913415,-0.0023309488495452508,-0.0006507252182078462,0.00042322756020011045,-0.0009250221623973345,0.0006522189771560117,-4.0775586108788485e-05,0.00010277251725911787,-0.0010092722249432063,0.00021814793602268967,-0.00035578523675669667,0.0008286443854653275,-0.0005512928777293767,0.0006022031631164147,0.00010747296860203165,0.00029224622923851784,-1.6083470475962982e-05,0.00025148133129185085,0.0001248219702727748,-4.712596551641822e-05,8.878568747042499e-05,0.00029964319174154375,-0.0001545682551279535,0.00010211076870557452,0.0001751117608200036,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D8,112247,0.19049221418414194,-0.020532561303483417,-0.16314889304664684,-0.15639356095658277,-0.03518490116725771,0.11978578694654489,-0.03051365010640673,0.1204780721675945,-0.05642700353257968,-0.029360824726949536,0.03273873868785272,-0.020193394734247947,-0.07126359186152958,0.02836088408068861,0.03645515739350374,0.0065549996394369345,-0.01920722991520226,0.02388084219986466,-0.04874927445596793,0.034238635662341116,0.0756027421243628,0.030076253300376655,-0.008160444910871869,-0.011605482751104663,-0.04262961032674841,0.014206940083204878,0.04392746621514427,-0.05159226899674439,-0.05857036013171264,-0.0010425945345605052,0.0029808578489020805,0.018468211477308222,0.008006021911909437,-0.0011388599092700606,-0.03205123801453657,0.013275553867052856,0.04432210600593234,0.0033987630793322716,0.009534518560627219,0.023071761144960297,-0.0022234481602448784,-0.0076421187960785,0.005997430185758251,0.021296327653602398,0.0036568598326128165,0.014063728270877793,-0.005515030689467998,0.011150944406769198,0.013384040636617228,0.007568166113176498,-0.016355400312246523,-0.002660250066125231,-0.0012886133957553119,0.008732418036939379,0.007800511818204263,-0.0023803528288205266,-0.00284299261453903,-0.0010460562668232734,-0.0063326715140967155,0.002807801031832511,-0.006929500971485911,0.005030796200404872,0.002557780047513733,-0.006773757591509321,-0.0010679075767903654,0.004335865893929283,-0.0008767185399125306,0.001298104440138573,0.002006976051670179,-0.0012867272543573692,0.0011947194918911267,-0.0001321182225456722,-0.0014221342433719815,-0.0004347295085965539,0.0005163348522465013,0.0014731458376369025,-0.0006516339372393299,-0.0010633929793811123,-0.0020154460644209696,-0.00026276332030704543,-0.0007518701554203708,0.0010051048288057586,-0.0009976288764826139,-0.0010662484796555493,0.0013523039839166764,0.0019932114788114835,0.00026553548340447954,-0.0006089046405822075,-0.00041846609743837723,0.00029962042677925853,-0.00020464375868116432,0.00041330534129849455,-0.00028197005141499025,0.00041128162933052063,-0.0005520675012274813,-0.00022816652957338883,-7.705594903181785e-05,-0.0003020703237665101,0.00023747469003474288,-4.52191347466424e-05,-2.48101689578803e-05,-0.00020897621805499543,-0.00022487084770981305,-0.00019373810292372336,-8.38362315979556e-05,0.0001646568628538388,-9.924451222125104e-05,-1.152177397703831e-05,-8.784421318673173e-05,3.945222467708463e-05,8.623286529196245e-05,0.0001362685865962543,0.00013995030621481217,-5.694354498755918e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G4,112290,-0.705189347915048,0.2500076810241582,-0.25849435709011476,0.04947040725895343,0.13658375658040922,-0.09963666867683091,0.10648816273167167,-0.015631503765356283,-0.0012784226182126874,-0.043106270186020326,-0.1085423367715825,0.039652631218504854,-0.02460914753832871,0.05585139267355253,0.03403362615486642,0.0011071972755453835,-0.013048533221827611,-0.027014374627045288,-0.014283464045411346,0.04710585395498637,-0.06754851904961398,-0.020346463536606352,0.013249030057535936,0.00944469361756761,0.005180852698806909,-0.030152433882675786,0.02147109327486534,-0.017121625200028592,0.011307883620309541,-0.02430371955256669,0.012693478249286232,-0.030336465312227733,0.03327745431492482,0.01004794839188924,0.021585559483221377,0.023261358434334994,0.003223105122012915,-0.00902675148563583,-0.012922575095227401,0.003864240838496318,-0.0008888208815310952,-0.0069494313975859345,-0.008454799288106704,-0.008809271968498197,0.016275630232194468,-0.0006473260874444017,0.007073977874196957,-0.0011380912662673623,0.0023401489729912104,-0.0025997149709253435,0.008420504855543763,-0.00046975239310584284,-0.005559893532329717,-0.0013742585614726188,-0.0070886041843649114,0.005565725849470796,-0.000865769724864269,0.0023023935434423534,0.002007233447056654,0.0007692215476019048,-0.0033619640325317874,-0.0007303244304502899,-0.0011940500122464665,0.0017756377287400922,0.0022282984128872037,0.0007617654312816109,-0.002223147547147003,0.00032646324095410946,-0.0027470780271125653,-0.0011460097800472407,0.0006204306927206408,0.0021313553977801206,-0.002102663876520126,0.0005133084529342302,0.001389712768794894,-0.0010318633998166746,5.464209530341403e-05,-0.0005940678609203404,0.0017018421172041347,0.0012372488976154612,0.0005685559945933685,-0.001756070980887088,9.237459120566276e-05,-0.0010220569735762267,0.0008827766330637829,0.000180519245232576,-5.3283378118726974e-05,-0.0006574730994391132,0.0003412757278004324,0.00045517691563766997,-0.0001918983306326016,3.405666598614605e-05,-6.486467687648728e-05,-0.0005422036474521647,0.0005505124050275783,3.100774226417742e-05,-0.00010974141202841131,-0.0003789869893026142,-0.00018303620468684164,-0.000114016302401383,-0.00017611661807238747,1.7409570852865305e-06,0.00010804851925398255,-0.0001165515941746602,0.0002498162340129577,-0.00012448778359725973,-3.976822890087009e-06,8.742414017889571e-05,1.4583914573304953e-05,7.796261396265225e-05,0.00010191645567833101,-0.00012355984249837987,-6.516009265292964e-06,4.851771863479677e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I1,112311,0.022930568592784133,-0.08662871965420442,-0.12657164665045564,-0.23452401599011424,-0.04765410429376572,0.2895737805782165,-0.0039435781713722815,0.12875234081570766,0.12793640072428683,-0.09405347750305547,0.11468748212429825,-0.02712574701160198,0.013549269240071923,0.01994909271508239,0.030043625361442363,-0.011672107217027803,-0.05893197571063402,0.016032758834020427,-0.062249929392578354,-0.056321719559024326,-0.017982785449786463,0.010147404708289244,-0.011482272014044304,0.02075157972426699,0.014492396772062986,0.0005514646329944605,-0.0023460207804943014,0.009824951946683006,-0.008388486997833356,-0.007212675440884612,-0.022055133181784592,-0.022115524878706518,-0.023821500410156564,-0.019389044082765518,0.025186279758859724,0.008180101944966675,-0.003070285471392033,-0.016524948148030946,-0.011031053051246933,-0.001089164911796543,-0.0012920918609599266,0.002946022235402772,5.31892475828427e-05,-0.006301745799821986,0.01615238094863994,-0.009921187018141072,0.0003560061345774432,0.0019300946867428816,-0.0026749503404052033,-0.005348344792037778,0.01239288504732693,0.0018057359044712958,0.0002914261148975826,-0.0020246929763687465,-0.005135195493197654,0.004055631270274954,-0.003208447750729523,0.0031883918835936137,0.0011483164208676913,-0.0008368681238529868,0.003932677739159637,0.0016247522175363643,-0.001906338572917608,0.005188199635614881,0.0010337922069447512,-0.0001822350723842419,-3.875946976520697e-05,0.0004726444522791967,0.0007317406643037505,0.0006925805449918448,0.0005811988282892683,0.001301354495243726,0.0009430499561540806,0.0015926840084952987,-0.00019398430223778148,-0.0019171029696057038,0.0008560124421270873,0.0008598895815197885,0.001137752081244395,4.8434538008631336e-05,3.563505282506539e-05,0.0001570734310992511,-7.022248426271458e-05,0.0005539288863695194,0.0006127522945437408,-0.001992659121485412,-0.0006574588534195194,0.0008443627158150901,9.161358051461964e-05,0.0007984781564221077,-0.0008474002994177225,-0.0005165579440765948,-0.00042876396500953986,-0.00036863738859860696,0.0003780546741700937,0.0006722813708303928,-0.00013263408792376068,0.0006619059832155022,0.00020079741505710057,-0.00019629285804164564,-5.052050986120341e-05,-0.00013419011587801884,-0.0001842065151519367,-7.516696855664407e-05,-9.323347816976193e-05,-0.0002246566092737584,0.00018429533265003394,-2.541423803046557e-05,0.00013144688623374675,-0.00010229674900723011,6.309082294912857e-05,-6.789686524308413e-05,5.908305841188653e-05,-1.3655313950501058e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I16,112318,-0.20187007945370677,0.13459572484805787,0.014824223783842606,-0.074990552133902,-0.03218884662294748,0.023606164208668727,0.037045359408304133,-0.05257248163008211,0.17424624030930574,0.13320772131518926,0.01917629847937961,-0.01486621693327436,-0.05784556672908653,-0.04989310938349366,-0.09751726408859229,-0.019351618995325448,0.038044871207060425,-0.044040971226239865,-0.028579273215550777,0.022109423930376217,0.026707144287063857,0.018441774431747125,0.017126639671112404,0.013701013015805934,0.005010524572959672,-0.0046377310814332585,-0.023498088043598635,-0.03492096958866356,0.004004691621409972,-0.020222966774955994,0.007395267927131211,0.007685197064047732,-0.013358890678094091,-0.013709625991219809,0.01255126528635557,0.0045495041840745865,0.02085687283526367,0.021124888983166463,-0.0032367363059604,0.01789339273647648,0.0011606878409103733,-0.0027005457058472014,-0.007550190477108401,0.0011920307344962507,0.0017341000717295575,0.0019552107998901556,-0.011496751296228198,-0.004132315237272546,0.0029447259909164223,0.018227531126539378,0.0007614103444502522,-0.006007859868969871,0.010286494033293727,-0.011038470450037507,0.01025382586335391,-0.00489062866965962,0.002124208980132014,0.007242446955465859,0.0025365964847390066,-0.0020989605082296753,0.0007994774394211014,-0.0021126580352055285,0.0012498229003710733,-0.00139250710031028,0.0009669969560252507,-0.0009808116090723202,-0.0004689139613223999,0.002051072779351594,-0.001272676073726948,-0.0008180989065006559,0.000495673784494478,0.004673354533413554,-0.00015244489069643453,0.00041171275283556,-0.00014886924392947597,-0.0015513790505345681,0.0008847088598078861,-0.00674138405882462,0.0020298825912041275,-0.0029617819202129585,-0.00017631451317831352,0.00046804979139095776,0.00035387687393884326,-0.00033940261160520294,0.0031074949048508545,0.0019131203239581896,0.0005703887648922175,0.00010739393513541361,-0.0008830407471803501,0.0007776069276710125,-0.0002820194444010527,1.634635315584702e-05,-0.0017560079711839158,0.0006641428914294957,0.0012568703500480608,0.00019463924728525567,-0.0009734980546881797,0.0011289723932069225,0.00030075244386383604,0.00016747416041281888,-0.001074720750541334,-0.00010518846801562485,-0.0005107370302895048,-0.00014656232867245404,0.0005970303025998743,9.600582759324684e-05,2.0636608049602626e-05,-0.00023539016710962695,-8.829748836377084e-05,-6.410900497150225e-06,1.2233291602152793e-06,0.00022592651989322823,1.0890950238902449e-05,-0.00018343611953271856,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I2,112319,-0.5803376002261738,0.16804705761111005,-0.11656969246598062,0.032029835399488955,0.0830044462137912,0.04817856015839429,0.05214997236851482,0.04129792827465949,-0.010055832690365966,-0.12084906766404543,0.14205603568536262,-0.11230750238722222,-0.10936744067836401,0.04077634688564522,-0.07203672757037329,-0.10047998358561606,0.04320657644453558,0.04242794148250877,-0.025685709727997143,0.05097005740585969,0.010968531318386009,-0.014064351161807034,0.035198872706708594,0.04666668322999677,0.014060015889442081,-0.00268441288686302,0.007555912883457255,-0.012594367995883858,0.020180243584533405,0.019634759406358664,-0.02263832185234758,-0.004624716775097349,0.009228507908792993,0.0051076963145458695,-0.006620531642355891,-0.007456684763342439,-0.0120403514755503,-0.014747133618084522,-0.013433138391096382,-0.003625834017002303,0.019005739380091157,-0.0076749512623974,0.003874638839077533,0.0018797646865952953,-0.00900172756310238,-0.011919171253506984,-0.0017449398322623433,0.001224643930033821,-0.003970313654226754,0.0035021043903865953,-0.005870537137332251,0.0015413934472822102,0.0035669993052347172,-0.0021145292468140297,0.0049448981192196356,-0.00013140358376637304,0.00047459462676506205,-0.0034151062956942146,-2.6917414552783228e-05,-0.00020681448598107953,0.0014957130501427607,5.5625899894726075e-05,-0.0006359425661724365,-0.0011969304696529683,-0.004551855355290027,3.9337527713184075e-06,0.0008398610277395681,0.0005516930989241085,0.0013105338585850583,0.000759370527640384,-0.0007646645818691828,-0.000291907988736139,0.0024930581784100665,0.0007458526911573476,-0.0008460116791034569,0.00038560697591788945,0.00033651959422351015,0.00011050806236000222,-0.0007643786686845252,0.0006814770895817869,-0.00016018563107525705,-0.00020047108624480825,-0.0005098768290472869,0.0013377735754546093,-0.0009735863581823848,3.464110452379952e-05,-0.00013362381055076142,-0.0003806613621970539,5.5879256445890034e-05,-8.561293006466812e-05,-0.00020175249584096952,-0.0001838555912998077,0.0002244048526820144,0.00024611864371544356,-0.00020171659753858128,-1.088822125516681e-05,0.0007448893799192952,0.0002166350164881445,-9.642274838210225e-05,8.859297529549056e-05,0.0001775543875772378,9.246640424546556e-05,0.00035331934646446107,8.235676334695895e-05,0.0001298428082681524,6.805741138220356e-05,-0.00010054531546136692,-0.00014957905211444104,-5.577388525783954e-05,-1.084994752606867e-05,-0.00015533171010818938,9.191510353560369e-06,-2.9911102305646436e-05,-2.264170151016119e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
