sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
112494	T14	4945	3209	134	3209	134	0	0	0	0	3141	13	0	0	0	158	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112394	N12	19664	13525	511	13492	510	33	1	0	0	13096	25	0	0	1135	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112400	N3	31164	21765	761	21755	760	10	1	0	0	20908	23	0	0	2037	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112405	N8	27651	19406	722	19381	721	25	1	0	0	18721	24	0	0	1525	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112397	N15	34601	24548	825	24471	823	77	2	0	0	23719	26	0	0	2171	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112399	N2	36610	25791	840	25711	839	80	1	0	0	24530	29	0	0	2583	4	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112395	N13	42480	30210	1042	30135	1041	75	1	0	0	28702	28	0	0	2986	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112402	N5	33929	23969	851	23947	850	22	1	0	0	23159	28	0	0	2099	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112391	N1	48833	35113	1113	35058	1112	55	1	0	0	33303	24	0	0	3125	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112393	N11	34117	24119	812	24047	810	72	2	0	0	22939	30	0	0	2255	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112403	N6	34313	23952	805	23891	803	61	2	0	0	23123	33	0	0	2588	6	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112359	L1	43625	30616	986	30541	984	75	2	0	0	28821	27	0	0	2661	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112404	N7	17406	11370	436	11326	435	44	1	0	0	11067	27	0	0	1555	6	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112401	N4	16246	10769	401	10769	401	0	0	0	0	10363	25	0	0	1596	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112470	R7	6853	4418	181	4415	180	3	1	0	0	4305	27	0	0	544	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112406	N9	6700	2873	101	2857	100	16	1	0	0	2812	14	0	0	189	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112485	S6	1331	700	23	700	23	0	0	0	0	691	14	0	0	103	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112392	N10	9077	5528	201	5471	200	57	1	0	0	5399	21	0	0	341	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112443	Q11	2880	872	23	843	22	29	1	0	0	837	7	0	0	155	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112292	G7	1820	814	20	814	20	0	0	0	0	811	10	0	0	124	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112205	B13	1895	1113	23	1113	23	0	0	0	0	1107	13	0	0	188	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112453	Q6	8844	5353	209	5299	208	54	1	0	0	5209	26	0	0	641	7	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112293	G8	1649	918	47	918	47	0	0	0	0	912	23	0	0	110	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112396	N14	9822	6240	268	6212	267	28	1	0	0	5986	15	0	0	414	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112476	S12	7622	4887	211	4887	211	0	0	0	0	4780	21	0	0	408	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112193	A2	20972	14464	609	14441	608	23	1	0	0	14071	26	0	0	860	132	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112222	C14	3071	1868	72	1865	71	3	1	0	0	1815	18	0	0	11	76	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112408	NTC2	5085	9	2	9	2	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
112407	NTC	3066	5	1	5	1	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	coral	cnidaria	anthozoa	scleractinia	Acroporidae	Montipora	capitata	21.45073300	-157.79628800	NoData	NoData
